Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.5214,0.2036,0.0,0.0609
0.005,0.5214,0.2036,0.0,0.0609
0.01,0.5214,0.2036,0.0,0.0609
0.015,0.5214,0.2035,0.0,0.0609
0.02,0.5214,0.2035,0.0,0.0609
0.025,0.5214,0.2035,0.0,0.0609
0.03,0.5214,0.2035,0.0,0.0609
0.035,0.5214,0.2034,0.0,0.0609
0.04,0.5214,0.2031,0.0,0.0609
0.045,0.5215,0.2028,0.0001,0.0609
0.05,0.5217,0.2027,0.0003,0.0609
0.055,0.5219,0.2026,0.0005,0.0609
0.06,0.522,0.2027,0.0007,0.0609
0.065,0.5224,0.2033,0.001,0.0609
0.07,0.5228,0.2043,0.0014,0.0609
0.075,0.5232,0.2052,0.0018,0.0609
0.08,0.5236,0.2061,0.0022,0.0609
0.085,0.5241,0.207,0.0027,0.0609
0.09,0.5248,0.2078,0.0034,0.0609
0.095,0.5255,0.2086,0.0041,0.0609
0.1,0.5263,0.2095,0.0049,0.0609
0.105,0.5272,0.2109,0.0058,0.0609
0.11,0.5282,0.2127,0.0068,0.0609
0.115,0.5293,0.215,0.008,0.0609
0.12,0.5306,0.2177,0.0092,0.0609
0.125,0.532,0.2207,0.0106,0.0609
0.13,0.5335,0.2237,0.0121,0.0609
0.135,0.5351,0.2269,0.0137,0.0609
0.14,0.5368,0.2302,0.0154,0.0609
0.145,0.5383,0.2337,0.0169,0.0609
0.15,0.5398,0.2374,0.0184,0.0609
0.155,0.5412,0.2411,0.0198,0.0609
0.16,0.5427,0.2449,0.0213,0.0609
0.165,0.5441,0.2484,0.0227,0.0609
0.17,0.5455,0.2518,0.0241,0.0609
0.175,0.5468,0.2552,0.0254,0.0609
0.18,0.5481,0.2589,0.0267,0.0609
0.185,0.5492,0.2625,0.0278,0.0609
0.19,0.5503,0.2658,0.0289,0.0609
0.195,0.5513,0.2688,0.0299,0.0609
0.2,0.5523,0.2715,0.031,0.0609
0.205,0.5534,0.2741,0.032,0.0609
0.21,0.5545,0.2768,0.0331,0.0609
0.215,0.5556,0.2795,0.0342,0.0609
0.22,0.5568,0.2824,0.0354,0.0609
0.225,0.5581,0.2853,0.0367,0.0609
0.23,0.5595,0.2884,0.0381,0.0609
0.235,0.561,0.2916,0.0396,0.0609
0.24,0.5625,0.2949,0.0411,0.0609
0.245,0.564,0.2982,0.0426,0.0609
0.25,0.5655,0.3015,0.0441,0.0609
0.255,0.567,0.3048,0.0456,0.0609
0.26,0.5685,0.3079,0.0471,0.0609
0.265,0.5701,0.3112,0.0487,0.0609
0.27,0.5717,0.3145,0.0503,0.0609
0.275,0.5734,0.3181,0.052,0.0609
0.28,0.5752,0.3221,0.0538,0.0609
0.285,0.577,0.3263,0.0556,0.0609
0.29,0.5788,0.3308,0.0574,0.0609
0.295,0.5806,0.3356,0.0592,0.0609
0.3,0.5823,0.3407,0.0609,0.0609
0.305,0.584,0.3459,0.0626,0.0609
0.31,0.5856,0.3513,0.0642,0.0609
0.315,0.5872,0.3569,0.0658,0.0609
0.32,0.5888,0.3627,0.0674,0.0609
0.325,0.5903,0.3687,0.0689,0.0609
0.33,0.592,0.3746,0.0706,0.0609
0.335,0.5936,0.3803,0.0723,0.0609
0.34,0.5954,0.386,0.074,0.0609
0.345,0.5971,0.3918,0.0758,0.0609
0.35,0.5989,0.3978,0.0775,0.0609
0.355,0.6006,0.404,0.0792,0.0609
0.36,0.6022,0.4101,0.0808,0.0609
0.365,0.6036,0.4159,0.0822,0.0609
0.37,0.605,0.4213,0.0836,0.0609
0.375,0.6063,0.4263,0.0849,0.0609
0.38,0.6075,0.4309,0.0862,0.0609
