Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","-0.2460","0.0989","0.0000","0.0608"
"0.0050","-0.2459","0.0991","0.0000","0.0609"
"0.0100","-0.2460","0.0990","0.0000","0.0608"
"0.0150","-0.2460","0.0987","0.0000","0.0608"
"0.0200","-0.2460","0.0983","0.0000","0.0609"
"0.0250","-0.2460","0.0981","0.0000","0.0608"
"0.0300","-0.2460","0.0980","0.0000","0.0608"
"0.0350","-0.2460","0.0980","0.0000","0.0608"
"0.0400","-0.2459","0.0981","0.0000","0.0608"
"0.0450","-0.2459","0.0981","0.0001","0.0607"
"0.0500","-0.2458","0.0983","0.0001","0.0608"
"0.0550","-0.2457","0.0985","0.0003","0.0608"
"0.0600","-0.2454","0.0988","0.0006","0.0608"
"0.0650","-0.2450","0.0993","0.0010","0.0608"
"0.0700","-0.2444","0.1000","0.0015","0.0608"
"0.0750","-0.2436","0.1008","0.0023","0.0608"
"0.0800","-0.2427","0.1016","0.0033","0.0607"
"0.0850","-0.2415","0.1024","0.0044","0.0608"
"0.0900","-0.2402","0.1034","0.0058","0.0608"
"0.0950","-0.2387","0.1047","0.0073","0.0607"
"0.1000","-0.2370","0.1061","0.0089","0.0608"
"0.1050","-0.2354","0.1076","0.0106","0.0608"
"0.1100","-0.2337","0.1089","0.0123","0.0607"
"0.1150","-0.2320","0.1101","0.0139","0.0608"
"0.1200","-0.2305","0.1110","0.0155","0.0608"
"0.1250","-0.2290","0.1120","0.0170","0.0608"
"0.1300","-0.2274","0.1132","0.0185","0.0607"
"0.1350","-0.2259","0.1147","0.0201","0.0608"
"0.1400","-0.2243","0.1163","0.0216","0.0608"
"0.1450","-0.2227","0.1180","0.0232","0.0607"
"0.1500","-0.2211","0.1197","0.0249","0.0608"
"0.1550","-0.2194","0.1215","0.0265","0.0609"
"0.1600","-0.2177","0.1232","0.0282","0.0608"
"0.1650","-0.2160","0.1251","0.0299","0.0608"
"0.1700","-0.2144","0.1270","0.0316","0.0609"
"0.1750","-0.2128","0.1288","0.0331","0.0608"
"0.1800","-0.2113","0.1306","0.0346","0.0608"
"0.1850","-0.2099","0.1321","0.0361","0.0608"
"0.1900","-0.2084","0.1337","0.0375","0.0608"
"0.1950","-0.2070","0.1356","0.0389","0.0607"
"0.2000","-0.2056","0.1376","0.0403","0.0608"
"0.2050","-0.2041","0.1398","0.0418","0.0608"
"0.2100","-0.2026","0.1423","0.0434","0.0608"
"0.2150","-0.2009","0.1448","0.0450","0.0608"
"0.2200","-0.1993","0.1471","0.0467","0.0608"
"0.2250","-0.1976","0.1492","0.0483","0.0608"
"0.2300","-0.1960","0.1510","0.0500","0.0607"
"0.2350","-0.1945","0.1526","0.0515","0.0608"
"0.2400","-0.1931","0.1543","0.0528","0.0608"
"0.2450","-0.1918","0.1561","0.0541","0.0607"
"0.2500","-0.1905","0.1580","0.0554","0.0608"
"0.2550","-0.1893","0.1600","0.0566","0.0608"
"0.2600","-0.1881","0.1621","0.0579","0.0607"
"0.2650","-0.1868","0.1642","0.0592","0.0608"
"0.2700","-0.1854","0.1665","0.0605","0.0608"
"0.2750","-0.1840","0.1687","0.0620","0.0608"
"0.2800","-0.1825","0.1708","0.0635","0.0607"
"0.2850","-0.1809","0.1728","0.0650","0.0608"
