,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
1012,1.686667,10444.0,-36.0,-42.0,-40.0,-21.0,-20.0,-10.0,-15.0,-22.0,83.0,55.0,-61.0,-103.0,8.0,358.0,90.0,-14.0
1013,1.688333,10437.0,-33.0,-42.0,-36.0,-20.0,-18.0,-9.0,-14.0,-20.0,89.0,57.0,-67.0,-102.0,7.0,368.0,92.0,-16.0
1014,1.69,10434.0,-32.0,-45.0,-34.0,-22.0,-19.0,-5.0,-13.0,-24.0,89.0,57.0,-58.0,-100.0,7.0,371.0,91.0,-16.0
1015,1.691667,10444.0,-78.0,-86.0,-87.0,-72.0,-70.0,-60.0,-67.0,-70.0,47.0,12.0,-103.0,-152.0,-37.0,324.0,49.0,-59.0
1016,1.693333,10439.0,-54.0,-65.0,-60.0,-44.0,-41.0,-31.0,-32.0,-40.0,74.0,37.0,-73.0,-113.0,-4.0,363.0,77.0,-29.0
1017,1.695,10457.0,-37.0,-45.0,-41.0,-24.0,-21.0,-17.0,-12.0,-27.0,95.0,56.0,-57.0,-97.0,4.0,377.0,96.0,-20.0
1018,1.696667,10440.0,-31.0,-37.0,-42.0,-24.0,-16.0,-9.0,-16.0,-22.0,99.0,56.0,-57.0,-92.0,10.0,383.0,101.0,-19.0
1019,1.698333,10438.0,-34.0,-40.0,-38.0,-23.0,-16.0,-9.0,-16.0,-21.0,103.0,57.0,-57.0,-87.0,6.0,387.0,94.0,-15.0
1020,1.7,10442.0,-78.0,-87.0,-87.0,-75.0,-71.0,-60.0,-64.0,-71.0,62.0,7.0,-105.0,-138.0,-38.0,342.0,49.0,-62.0
1021,1.701667,10441.0,-58.0,-62.0,-63.0,-47.0,-41.0,-29.0,-36.0,-42.0,89.0,46.0,-75.0,-103.0,-3.0,371.0,87.0,-31.0
1022,1.703333,10440.0,-35.0,-41.0,-42.0,-30.0,-20.0,-8.0,-17.0,-23.0,109.0,59.0,-63.0,-87.0,12.0,394.0,96.0,-14.0
1023,1.705,10450.0,-34.0,-38.0,-41.0,-26.0,-17.0,-7.0,-10.0,-23.0,109.0,57.0,-58.0,-87.0,12.0,400.0,96.0,-15.0
1024,1.706667,10452.0,-32.0,-37.0,-42.0,-23.0,-20.0,-8.0,-15.0,-20.0,111.0,60.0,-58.0,-89.0,10.0,404.0,103.0,-15.0
