Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1692170637.8815484,0,1692170637,746439275,,2,/afo_rosbag_record,Subscribing to /afo_gui/plantar_run,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170638.152084,1,1692170637,929275989,,2,/afo_arduino,Connecting to /dev/ttyACM0 at 57600 baud,serial_node.py,<module>,86,['/rosout']
1692170638.7523158,2,1692170638,751602749,,2,/afo_rosbag_record,Subscribing to /afo_controller/endTime,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170638.7581654,3,1692170638,757548207,,2,/afo_rosbag_record,Subscribing to /afo_controller/startTime,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170638.7638001,4,1692170638,763287108,,2,/afo_rosbag_record,Subscribing to /afo_controller/dirPlantar,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170638.7685394,5,1692170638,768133670,,2,/afo_rosbag_record,Subscribing to /afo_controller/dorsi_zeroing_done,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170638.7718277,6,1692170638,771465118,,2,/afo_rosbag_record,Subscribing to /diagnostics,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170638.7745519,7,1692170638,774157032,,2,/afo_rosbag_record,Subscribing to /afo_controller/upTimeRatio,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170638.7774289,8,1692170638,777097738,,2,/afo_rosbag_record,Subscribing to /afo_controller/plantar_pretension,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170638.7798884,9,1692170638,779593389,,2,/afo_rosbag_record,Subscribing to /afo_controller/dorsiNeutralPosition,/tmp/binarydeb/ros-melodic-rosbag-1.14.13/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1692170640.0366244,10,1692170640,35969018,,2,/afo_arduino,Requesting topics...,SerialClient.py,SerialClient.requestTopics,404,"['/diagnostics', '/rosout']"
1692170640.0943043,11,1692170640,93780040,,2,/afo_arduino,Note: subscribe buffer size is 512 bytes,SerialClient.py,SerialClient.setSubscribeSize,567,"['/diagnostics', '/rosout', '/afo_gui/sync']"
1692170640.0962343,12,1692170640,95886945,,2,/afo_arduino,Setup subscriber on afo_gui/sync [std_msgs/Bool],SerialClient.py,SerialClient.setupSubscriber,591,"['/diagnostics', '/rosout', '/afo_gui/sync']"
