Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.6071","0.0998","0.0000","0.0003"
"0.0050","0.6071","0.0997","0.0000","0.0003"
"0.0100","0.6071","0.0999","0.0000","0.0003"
"0.0150","0.6071","0.1001","0.0000","0.0003"
"0.0200","0.6071","0.1004","0.0000","0.0003"
"0.0250","0.6071","0.1010","0.0000","0.0003"
"0.0300","0.6071","0.1021","0.0000","0.0003"
"0.0350","0.6071","0.1024","0.0000","0.0003"
"0.0400","0.6071","0.1022","0.0000","0.0003"
"0.0450","0.6072","0.1018","0.0000","0.0003"
"0.0500","0.6073","0.1007","0.0001","0.0003"
"0.0550","0.6074","0.1001","0.0002","0.0003"
"0.0600","0.6076","0.1000","0.0004","0.0003"
"0.0650","0.6080","0.1004","0.0008","0.0003"
"0.0700","0.6085","0.1008","0.0013","0.0003"
"0.0750","0.6093","0.1016","0.0021","0.0003"
"0.0800","0.6103","0.1033","0.0032","0.0003"
"0.0850","0.6116","0.1063","0.0045","0.0003"
"0.0900","0.6132","0.1103","0.0061","0.0003"
"0.0950","0.6150","0.1150","0.0078","0.0003"
"0.1000","0.6169","0.1201","0.0097","0.0003"
"0.1050","0.6188","0.1267","0.0116","0.0003"
"0.1100","0.6207","0.1344","0.0135","0.0003"
"0.1150","0.6224","0.1430","0.0153","0.0003"
"0.1200","0.6241","0.1520","0.0170","0.0003"
"0.1250","0.6257","0.1605","0.0185","0.0003"
"0.1300","0.6272","0.1692","0.0201","0.0003"
"0.1350","0.6288","0.1782","0.0216","0.0003"
"0.1400","0.6304","0.1874","0.0232","0.0003"
"0.1450","0.6319","0.1964","0.0248","0.0003"
"0.1500","0.6335","0.2053","0.0264","0.0003"
"0.1550","0.6351","0.2135","0.0280","0.0003"
"0.1600","0.6367","0.2213","0.0296","0.0003"
"0.1650","0.6382","0.2290","0.0310","0.0003"
"0.1700","0.6395","0.2361","0.0324","0.0003"
"0.1750","0.6409","0.2431","0.0337","0.0003"
"0.1800","0.6421","0.2505","0.0349","0.0003"
"0.1850","0.6433","0.2575","0.0361","0.0003"
"0.1900","0.6444","0.2638","0.0373","0.0003"
"0.1950","0.6456","0.2698","0.0384","0.0003"
"0.2000","0.6468","0.2761","0.0397","0.0003"
"0.2050","0.6481","0.2827","0.0409","0.0003"
"0.2100","0.6494","0.2890","0.0423","0.0003"
"0.2150","0.6509","0.2947","0.0437","0.0003"
"0.2200","0.6523","0.3006","0.0451","0.0003"
"0.2250","0.6537","0.3067","0.0465","0.0003"
"0.2300","0.6551","0.3132","0.0479","0.0003"
"0.2350","0.6564","0.3197","0.0493","0.0003"
"0.2400","0.6579","0.3259","0.0507","0.0003"
"0.2450","0.6593","0.3326","0.0521","0.0003"
"0.2500","0.6608","0.3388","0.0536","0.0003"
"0.2550","0.6623","0.3448","0.0552","0.0003"
"0.2600","0.6639","0.3512","0.0568","0.0003"
"0.2650","0.6655","0.3577","0.0584","0.0003"
"0.2700","0.6672","0.3651","0.0601","0.0003"
"0.2750","0.6689","0.3727","0.0618","0.0003"
"0.2800","0.6706","0.3804","0.0635","0.0003"
"0.2850","0.6723","0.3880","0.0652","0.0003"
"0.2900","0.6740","0.3956","0.0668","0.0003"
"0.2950","0.6755","0.4032","0.0684","0.0003"
"0.3000","0.6770","0.4107","0.0699","0.0003"
"0.3050","0.6785","0.4187","0.0713","0.0003"
"0.3100","0.6800","0.4268","0.0728","0.0003"
"0.3150","0.6815","0.4342","0.0744","0.0003"
"0.3200","0.6831","0.4414","0.0759","0.0003"
"0.3250","0.6848","0.4482","0.0776","0.0003"
"0.3300","0.6864","0.4545","0.0793","0.0003"
"0.3350","0.6881","0.4608","0.0810","0.0003"
"0.3400","0.6897","0.4673","0.0826","0.0003"
"0.3450","0.6912","0.4734","0.0841","0.0003"
"0.3500","0.6926","0.4795","0.0854","0.0003"
"0.3550","0.6938","0.4858","0.0867","0.0003"
"0.3600","0.6950","0.4913","0.0879","0.0003"
"0.3650","0.6962","0.4972","0.0890","0.0003"
"0.3700","0.6973","0.5032","0.0902","0.0003"
"0.3750","0.6985","0.5090","0.0914","0.0003"
"0.3800","0.6998","0.5144","0.0926","0.0003"
"0.3850","0.7011","0.5202","0.0940","0.0003"
